c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,y
495750,678593,773867,186389,620113,304106,753909,380740,578593,633888,920803,343258,0
168508,25115,310098,545173,688999,729400,762597,907309,678293,2232,227300,296021,0
542126,416317,970843,375567,323607,935361,870141,195190,765114,235782,941190,831105,0
819291,437147,166062,272421,150103,373118,248174,349736,816678,631078,714625,214269,0
971873,234441,145908,189069,405519,880937,347030,808211,905406,929810,819523,473018,0
398472,732388,640076,107565,508155,82730,559264,80054,665955,311943,713460,857646,0
526090,985960,699198,914288,750356,303926,490172,641104,75205,938214,299961,450,0
89220,773426,595492,444077,396181,436064,77280,755853,881218,694605,92155,659297,0
432974,497117,767943,313897,403841,543988,662162,312531,661694,508454,153266,531652,0
296318,198217,971187,366945,857272,466494,451678,210543,852631,739221,977107,440453,0
98324,661207,672590,489459,902950,890729,75708,661771,5986,132906,876826,275862,0
51004,699657,561026,654969,844512,478552,460054,393955,151266,977601,736986,512997,0
98332,826094,240540,563601,934822,193660,854791,951522,982993,756718,882787,491164,0
65162,443007,795383,877904,225025,49036,340618,258139,232076,703389,459920,479811,0
335816,887216,209908,266705,966212,978041,13620,79553,629760,752358,485821,262866,0
94486,763432,672780,504925,669773,346282,602410,882420,903551,994130,360139,576869,0
567196,236725,237216,73001,269849,84464,431688,129861,461821,511346,175212,731270,0
809937,881568,928579,924170,539529,465984,372312,916336,435895,909937,669258,8243,0
127092,396867,746225,783028,996856,575170,189190,431899,232581,192148,805804,583184,0
618414,416905,410580,977580,217287,252434,136838,393837,77791,428272,936792,257555,0
568122,714387,360982,323197,991598,509786,593620,304617,329359,846872,524880,342774,0
638402,562341,901017,819812,739970,305996,234782,562315,574837,120987,142440,525619,0
201016,433327,856335,231403,982786,517058,297594,528117,221829,567001,915258,954191,0
669678,767982,772937,847686,879066,731855,85524,171727,852604,134637,221091,670123,0
256652,972682,435380,481011,257907,727086,342949,164568,429878,185582,645264,72744,0
745491,301489,357634,879214,514539,91196,175691,890195,125962,741207,475520,976220,0
724434,333707,681512,648691,309423,254874,439471,502918,761517,270984,399529,911399,0
892323,742386,651104,833610,891044,913531,478861,399734,324414,911443,25597,45981,0
236360,372421,318120,428323,333549,266462,375257,807653,360294,757528,323306,25550,0
650232,599075,896915,520019,819792,262680,892406,860417,71266,287381,37008,163759,0
8350,884456,128000,771372,919708,183366,754968,986851,89474,447391,684341,581254,0
196294,381021,512046,911972,877720,299868,326081,631516,307800,959278,343137,916892,0
944127,461925,683328,227231,362155,698078,403019,894809,833028,760011,560342,658298,0
532550,563137,655088,342261,859142,735065,79945,943463,122809,925245,474112,924706,0
854561,315831,630648,204721,164691,226796,16831,985085,569055,51368,421037,685770,0
126260,897184,215506,653609,734402,824577,938934,257594,718597,116004,458819,282999,0
894965,511155,826915,490753,732364,466218,12041,5500,124821,95339,55944,766043,0
426798,731388,989745,840166,875008,975583,622633,917463,325777,269343,413826,107761,0
751995,592661,590768,220051,299319,300254,756906,829147,445767,73763,662861,892059,0
203346,647261,783615,723347,490623,54318,971082,208246,9327,982294,540109,566641,0
371036,933936,97288,258825,41519,128572,329033,187627,274316,681026,611998,787083,0
996453,896714,274256,971900,963666,59732,580541,501865,186566,178928,992217,397579,0
68444,30261,509536,909722,304539,924885,3335,834566,459632,215352,293395,965987,0
863885,875604,789083,30103,229389,413584,326953,474973,739033,844797,334297,30187,0
512132,904186,851087,612203,48511,907799,900266,620843,675150,184619,700120,183098,0
793753,885384,226896,191817,893992,263328,278615,563015,526152,114371,944983,318333,0
697340,96745,514948,698749,187895,765409,831890,508185,888401,199689,414627,382498,0
388552,508663,349470,465193,491099,245502,808652,521199,737373,774740,208197,848180,0
752561,269497,57138,228727,646589,278160,44555,178115,784638,998567,759319,66700,0
156910,447049,429418,819546,756136,919391,386765,493281,74709,252160,533314,707243,0
291176,945750,856427,200395,550699,146108,28867,870214,810498,212782,644855,749705,0
944677,270831,199026,209637,410785,495480,879324,194185,664921,399714,119445,762636,0
439090,803304,124538,1793,966302,149416,45527,465497,803894,722277,6286,453154,0
619874,786080,104456,173401,759354,240300,717375,614207,156961,651645,506792,811690,0
388260,753138,971203,871152,255093,112840,956054,503319,663421,882074,258519,23158,0
308048,638831,12762,881378,580493,697854,908032,421859,156609,542083,740544,215855,0
279542,797400,891861,770700,997440,149881,375436,175752,128748,787873,123206,408960,0
527098,629979,227158,837218,185919,137413,242728,380886,867303,20432,83478,606865,0
34130,979276,101642,722107,247459,154403,419244,397770,299900,776635,572787,284896,0
491296,569837,502068,94681,822754,41277,995253,466150,427452,569300,375803,127605,0
944055,115515,914393,1673,852456,640713,681558,391206,170990,438879,276750,303284,0
516190,580391,676066,458709,495465,998920,22972,763765,320382,195707,298744,604781,0
660034,236201,244838,308663,730695,106071,954741,733187,160990,188057,231871,528620,0
230862,726105,272086,85347,485795,493979,772617,88534,433674,543303,885774,863882,0
910165,526275,960743,863686,292065,665139,950863,331496,638361,333550,798039,342682,0
220986,208091,229002,873654,293313,867288,83498,355510,1645,246790,299492,581915,0
988717,755152,317182,291923,381113,679163,359512,527152,957198,626692,131285,456136,0
45350,667421,882781,277489,674597,897972,887001,437368,966270,428420,272351,863302,0
212016,21265,121682,802510,761792,674117,68704,882761,545003,551093,394572,931913,0
356000,470627,473112,940972,185147,906744,126614,286374,872752,968538,181958,303539,0
387560,960036,714784,799290,108509,731159,374006,328646,964802,441281,445401,808451,0
170346,821516,639246,247243,403695,697773,696550,495956,797616,817906,559711,403625,0
301804,724945,208550,351931,138821,750822,998939,280941,989375,670860,377926,254008,0
977663,204777,927633,425259,404271,886332,711192,226847,139150,515732,447430,614843,0
667916,565753,979189,14721,526115,661877,674830,499291,658058,235008,353739,459056,0
501350,696661,372700,208815,17007,502805,442646,726277,478684,62212,537947,920014,0
326996,997932,587672,310367,470173,850532,365494,939950,656698,526031,203004,823879,0
298848,214243,201204,680513,24809,278131,399080,918142,102208,898748,153000,327347,0
683010,384139,719918,556151,473577,696987,44484,411335,641598,398127,45407,965445,0
641252,581127,304088,788092,494369,229545,560658,665095,664782,811244,346823,551705,0
849527,378085,464138,997224,62113,100697,275982,770320,468143,159142,18180,727222,0
486868,379681,197360,561121,227741,890028,373314,935208,585141,437906,35300,449505,0
620244,51429,560804,256881,611865,875236,44428,228857,916074,931125,718071,961985,0
742577,800840,547232,869160,788162,625647,674184,146053,530989,417314,372503,257237,0
867169,605317,644682,767514,406855,876530,679410,564081,292223,392939,968037,383090,0
241260,915762,866527,17497,665741,373685,220294,14225,118959,25993,274842,188167,0
607804,967382,978921,577985,473279,257439,558646,301661,906206,268305,396019,448748,0
712590,644497,940257,320181,120191,308713,788625,180747,786658,348465,47907,540387,0
727098,874142,903857,952928,697845,367619,392115,178842,59542,796561,332300,932833,0
527908,826030,556540,291029,578395,739616,592465,299326,853255,328004,624302,773220,0
311270,672149,599798,127365,602207,809580,963082,146614,868793,930893,859244,202524,0
433314,722315,186178,867220,533037,747594,779368,480916,719578,202126,167267,774362,0
10378,480769,436680,428047,829260,697773,697485,256300,138392,546331,739591,330800,0
579888,846610,498334,307241,543969,553663,299359,844525,652086,306803,134926,806218,0
987979,600395,273950,351423,667349,616019,613051,936203,119286,302939,6663,260082,0
866633,579629,452634,222413,867106,755806,286555,461516,241134,616537,953780,799042,0
768843,293703,627708,50987,520751,238217,735878,632502,541359,657836,278332,669682,0
9810,630139,54468,377523,996520,684891,919624,866891,719785,712972,619064,806400,0
621946,476075,685296,592399,451373,627305,684679,439376,452149,601586,715725,20538,0
353122,928246,397852,193953,481581,962950,117457,484870,75771,413060,187441,931394,0
998805,561591,783869,689595,506249,684861,418167,133836,221547,514551,40974,21072,0
55106,763866,537714,510791,509877,891568,791568,733817,787474,733408,335980,487657,0
56518,841840,863933,256997,554435,16849,621515,576544,343537,628151,33501,510998,0
891941,610283,121078,284891,619097,632861,461819,735717,411579,9509,358259,551273,0
565708,418689,925409,234117,305915,329879,450611,408439,928015,450554,979623,934017,0
952485,386371,758065,83081,633003,572511,290923,854232,813563,843055,942519,419249,0
465510,344613,718112,132055,152993,113451,750442,660827,756811,619964,384347,222480,0
552850,822270,48628,227089,656695,543485,421187,841518,841225,454378,474801,847300,0
761673,514607,324030,100839,324611,706307,95661,647679,743909,11247,392050,19516,0
812693,825770,33348,59523,497509,250751,640193,837136,781911,472811,855107,909860,0
597408,937820,415256,414109,315581,99225,986490,688735,232404,892742,573425,607142,0
412832,104939,920079,349861,635397,591529,796264,107549,843711,494187,777114,302853,0
710760,946272,369698,532703,469887,49507,744194,889418,353103,432030,727586,94002,0
918297,394857,189840,503859,654059,703369,948458,833334,897678,747785,460554,435521,0
135228,839570,528322,481727,529271,108553,657589,907916,617833,270430,752530,615072,0
97006,261457,33450,980788,527151,535269,342547,657527,164665,293814,506605,692357,0
573600,616563,392898,140735,814512,754968,763906,450573,146107,302825,699048,874583,0
604492,758846,860513,925462,598433,714465,525025,544505,539385,268599,500224,468019,0
797661,638583,667036,845616,284639,493851,287621,933494,852614,331569,425023,280632,0
992591,768664,561070,187955,49915,799720,643991,297733,645985,304681,711171,417501,0
839753,198381,970266,177680,359240,229850,617906,385766,376512,382498,268290,74984,1
907439,468555,194009,21270,174222,108290,237034,232058,973081,661788,806389,761212,0
910823,123631,582393,587062,145306,928057,772623,512896,313566,859949,420877,837305,0
889803,453821,362437,766107,391218,770919,555138,627694,496020,331648,288043,984504,0
320736,515557,278429,200384,410694,635962,310860,671876,113468,272497,77748,435758,0
397100,95009,20363,685854,555888,959905,187240,525598,510146,661351,759095,352215,0
361830,117539,110169,663496,505004,200720,73814,583176,980039,827830,290957,799543,0
635978,307063,614401,29858,747433,502134,94204,886585,621782,231979,469973,160023,0
232110,861836,798564,721514,856997,20394,920547,981491,509243,343226,439614,459802,0
440576,602775,400973,225126,95670,628194,877667,780677,487235,822007,304668,623589,0
690192,208855,65271,109250,603912,542176,417298,255942,874014,188948,385689,313258,0
66012,985754,410921,19404,835465,89652,729534,498828,785952,459936,812334,217801,0
692648,594365,638979,981073,684732,82540,1964,388178,712553,702681,195470,369608,0
920397,45361,153645,738619,54694,938713,563442,706586,394815,299231,819257,556905,0
105722,343769,143741,262396,527568,410494,30324,489974,383793,300069,701137,110608,0
333080,966828,693827,807627,695620,146732,169218,283318,756510,575717,127199,484383,0
289572,384257,834308,434836,787147,972975,589038,359179,350608,929397,339084,594236,0
494756,908594,646167,463814,722002,183044,498000,239215,76526,300956,48164,103341,0
214720,597047,79207,825735,751725,640378,389114,17139,360006,582686,406485,870483,0
447652,92291,995308,755433,765605,569826,454500,724227,774949,308556,534983,987174,0
924895,378589,99361,3410,969783,713694,473546,445733,277262,659501,346754,808967,0
937827,364165,726609,441380,896977,855993,975169,816188,790877,198685,796215,860130,0
227942,423589,643057,501134,159996,582484,623476,959060,300832,556205,767546,284010,0
169040,784436,944916,855683,143152,238148,577124,102017,83684,36735,847330,302063,0
806197,395747,154023,175208,896821,550952,952693,692487,362357,17056,479592,358876,0
520558,511809,234099,565852,870285,276090,408614,269673,446603,364320,654394,992420,0
230092,358579,665495,857897,548406,299118,809127,523129,575473,521150,233439,200728,0
377846,718013,391271,441264,442858,705964,400638,93779,389651,271048,123789,82637,0
53486,907502,744412,602192,635356,459386,945171,327357,489007,23507,629466,524286,0
213050,668801,935792,49346,657138,128794,639758,883392,290659,162639,55090,289169,0
497280,983820,590035,921843,80926,164486,177234,373325,732888,850380,441403,235330,0
360978,198753,831852,166802,4970,179752,997769,469061,902912,339767,438845,561995,0
382678,470589,532921,853655,892481,6934,775534,716536,109004,669786,73996,295858,0
54500,172205,226105,651044,733007,956609,103359,685918,226856,325252,9000,440783,0
764323,834934,862386,33762,261490,105382,575511,941953,980913,162744,961262,290126,0
571958,38557,759948,326714,250722,350482,379457,848667,724554,739831,779854,434059,0
324504,317229,610503,361356,438636,189118,105867,685160,21078,290945,665784,847355,0
113692,610957,513797,792751,454162,749663,817276,673924,710180,540439,976061,471069,0
49954,326879,288999,118120,527696,887079,440763,269646,466868,419235,421717,540292,0
181324,827056,56953,121702,259440,141748,597103,446682,61496,374027,736756,238993,0
445306,683631,383293,935811,808621,971143,980028,232600,738538,885955,699324,11196,0
342634,688215,642691,841869,714552,887033,902498,835709,974798,525322,589744,803010,0
477846,624273,346941,677494,483364,733521,310261,18284,457717,266580,791518,500452,0
717080,988484,945130,856431,563694,563412,16543,686860,588565,627288,911654,253691,0
608714,338235,794404,725900,915967,46800,276925,196210,681275,543673,270598,666668,0
